biometricdtrid,bsdno,isindtr,logdatetime,nfcdeviceid,type,ismanual
753606,619,,25/4/2024 12:50:44,3,0,1
753607,619,,25/4/2024 17:48:59,3,1,1
753608,619,,26/4/2024 07:32:30,3,0,1
753609,619,,26/4/2024 12:15:45,3,1,1
753610,619,,26/4/2024 12:16:02,3,0,1
753611,619,,26/4/2024 17:19:54,3,1,1
753612,619,,29/4/2024 07:43:47,3,0,1
753613,619,,29/4/2024 12:11:30,3,1,1
753614,619,,29/4/2024 12:45:06,3,0,1
753615,619,,29/4/2024 17:18:37,3,1,1
753616,619,,30/4/2024 07:32:04,3,0,1
753617,619,,30/4/2024 12:19:25,3,1,1
753618,619,,30/4/2024 12:47:24,3,0,1
753619,619,,30/4/2024 17:21:17,3,1,1
753620,799,,5/4/2024 07:33:25,3,0,1
753621,799,,5/4/2024 12:05:57,3,1,1
753622,799,,5/4/2024 12:06:01,3,0,1
753623,799,,5/4/2024 17:27:57,3,1,1
753624,799,,12/4/2024 07:01:57,3,0,1
753625,799,,12/4/2024 12:12:01,3,1,1
753626,799,,12/4/2024 12:12:05,3,0,1
753627,799,,12/4/2024 17:02:27,3,1,1
753628,799,,19/4/2024 07:44:20,3,0,1
753629,799,,19/4/2024 12:06:59,3,1,1
753630,799,,19/4/2024 12:07:03,3,0,1
753631,799,,19/4/2024 17:43:49,3,1,1
753632,799,,25/4/2024 07:50:16,3,0,1
753633,799,,25/4/2024 12:07:40,3,1,1
753634,799,,25/4/2024 12:07:45,3,0,1
753635,799,,25/4/2024 17:14:51,3,1,1
753636,799,,30/4/2024 07:01:51,3,0,1
753637,799,,30/4/2024 12:02:50,3,1,1
753638,799,,30/4/2024 12:03:01,3,0,1
753639,799,,30/4/2024 17:41:14,3,1,1
753640,798,,3/4/2024 07:25:19,3,0,1
753641,798,,3/4/2024 12:12:41,3,1,1
753642,798,,3/4/2024 12:12:57,3,0,1
753643,798,,3/4/2024 17:05:39,3,1,1
753644,798,,15/4/2024 07:17:04,3,0,1
753645,798,,15/4/2024 12:40:27,3,1,1
753646,798,,15/4/2024 12:40:33,3,0,1
753647,798,,15/4/2024 18:06:43,3,1,1
753648,830,,8/4/2024 08:19:49,3,0,1
753649,830,,8/4/2024 12:22:29,3,1,1
753650,830,,8/4/2024 12:22:51,3,0,1
