biometricdtrid,bsdno,isindtr,logdatetime,nfcdeviceid,type,ismanual
736406,133,,16/4/2024 12:01:13,1,0,
736407,220,,16/4/2024 12:01:51,1,1,
736408,220,,16/4/2024 12:01:55,1,0,
736409,130,,16/4/2024 12:01:59,1,1,
736410,130,,16/4/2024 12:02:01,1,0,
736411,269,,16/4/2024 12:03:11,1,1,
736412,709,,16/4/2024 12:03:23,1,1,
736413,709,,16/4/2024 12:03:29,1,0,
736414,709,,16/4/2024 12:03:31,1,0,
736415,269,,16/4/2024 12:03:34,1,0,
736416,898,,16/4/2024 12:03:41,1,1,
736417,109,,16/4/2024 11:58:22,3,1,
736418,212,,16/4/2024 12:00:08,3,1,
736419,212,,16/4/2024 12:00:13,3,0,
736420,193,,16/4/2024 12:00:33,3,1,
736421,193,,16/4/2024 12:00:37,3,0,
736422,123,,16/4/2024 12:00:51,3,0,
736423,123,,16/4/2024 12:01:00,3,1,
736424,302,,16/4/2024 12:01:24,3,1,
736425,302,,16/4/2024 12:01:31,3,0,
736426,159,,16/4/2024 12:02:09,3,1,
736427,159,,16/4/2024 12:02:15,3,0,
736428,736,,16/4/2024 12:03:34,3,1,
736429,736,,16/4/2024 12:03:39,3,0,
736430,781,,16/4/2024 12:04:16,3,1,
736431,234,,16/4/2024 12:04:26,3,1,
736432,234,,16/4/2024 12:04:31,3,0,
736433,304,,16/4/2024 12:01:06,4,1,
736434,304,,16/4/2024 12:01:14,4,0,
736435,272,,16/4/2024 12:01:21,4,1,
736436,272,,16/4/2024 12:01:28,4,0,
736437,103,,16/4/2024 12:01:33,4,1,
736438,151,,16/4/2024 12:01:39,4,1,
736439,151,,16/4/2024 12:01:42,4,0,
736440,297,,16/4/2024 12:01:46,4,1,
736441,297,,16/4/2024 12:01:49,4,0,
736442,799,,16/4/2024 12:01:53,4,1,
736443,799,,16/4/2024 12:01:57,4,0,
736444,670,,16/4/2024 12:02:33,4,1,
736445,139,,16/4/2024 12:02:48,4,1,
736446,356,,16/4/2024 12:02:55,4,1,
736447,356,,16/4/2024 12:03:01,4,0,
736448,139,,16/4/2024 12:03:08,4,0,
736449,670,,16/4/2024 12:03:10,4,0,
736450,148,,16/4/2024 12:03:20,4,1,
736451,708,,16/4/2024 12:03:30,4,1,
736452,708,,16/4/2024 12:03:33,4,0,
736453,148,,16/4/2024 12:03:38,4,0,
736454,746,,16/4/2024 12:03:44,4,1,
736455,746,,16/4/2024 12:03:47,4,0,
736456,635,,16/4/2024 12:03:58,4,1,
736457,635,,16/4/2024 12:04:01,4,0,
736458,100,,16/4/2024 12:00:10,5,1,
736459,100,,16/4/2024 12:00:14,5,0,
736460,869,,16/4/2024 12:00:23,5,1,
736461,869,,16/4/2024 12:00:34,5,0,
736462,573,,16/4/2024 12:01:06,5,1,
736463,137,,16/4/2024 12:01:13,5,1,
736464,106,,16/4/2024 12:01:17,5,1,
736465,137,,16/4/2024 12:01:28,5,0,
736466,573,,16/4/2024 12:01:34,5,0,
736467,121,,16/4/2024 12:01:40,5,1,
736468,106,,16/4/2024 12:01:45,5,1,
736469,121,,16/4/2024 12:01:50,5,0,
736470,735,,16/4/2024 12:01:56,5,1,
736471,735,,16/4/2024 12:02:01,5,0,
736472,108,,16/4/2024 12:02:17,5,1,
736473,108,,16/4/2024 12:02:22,5,0,
736474,251,,16/4/2024 12:02:37,5,1,
736475,251,,16/4/2024 12:02:39,5,0,
736476,106,,16/4/2024 12:02:46,5,0,
736477,313,,16/4/2024 12:02:56,5,1,
736478,313,,16/4/2024 12:02:59,5,0,
736479,166,,16/4/2024 12:03:05,5,1,
736480,166,,16/4/2024 12:03:08,5,0,
736481,828,,16/4/2024 12:03:32,5,1,
736482,828,,16/4/2024 12:03:35,5,0,
736483,898,,16/4/2024 12:03:59,1,0,
736484,211,,16/4/2024 12:04:09,1,1,
736485,211,,16/4/2024 12:04:13,1,0,
736486,216,,16/4/2024 12:04:23,1,1,
736487,260,,16/4/2024 12:04:28,1,1,
736488,260,,16/4/2024 12:04:32,1,0,
736489,216,,16/4/2024 12:04:39,1,0,
736490,895,,16/4/2024 12:05:14,1,1,
736491,682,,16/4/2024 12:05:17,1,1,
736492,895,,16/4/2024 12:05:24,1,0,
736493,682,,16/4/2024 12:05:27,1,0,
736494,812,,16/4/2024 12:05:34,1,1,
736495,818,,16/4/2024 12:05:40,1,1,
736496,818,,16/4/2024 12:05:43,1,0,
736497,833,,16/4/2024 12:05:53,1,1,
736498,833,,16/4/2024 12:05:57,1,0,
736499,372,,16/4/2024 12:06:06,1,1,
736500,372,,16/4/2024 12:06:08,1,0,
736501,150,,16/4/2024 12:06:16,1,1,
736502,150,,16/4/2024 12:06:23,1,0,
736503,209,,16/4/2024 12:06:30,1,1,
736504,209,,16/4/2024 12:06:36,1,0,
736505,369,,16/4/2024 12:06:39,1,1,
736506,369,,16/4/2024 12:06:42,1,0,
736507,565,,16/4/2024 12:07:21,1,1,
736508,565,,16/4/2024 12:07:26,1,0,
736509,853,,16/4/2024 12:07:56,1,1,
736510,853,,16/4/2024 12:08:04,1,0,
736511,851,,16/4/2024 12:08:50,1,1,
736512,851,,16/4/2024 12:08:53,1,1,
736513,784,,16/4/2024 12:09:01,1,1,
736514,784,,16/4/2024 12:09:16,1,0,
736515,878,,16/4/2024 12:09:23,1,1,
736516,878,,16/4/2024 12:09:26,1,0,
736517,249,,16/4/2024 12:09:33,1,1,
736518,861,,16/4/2024 12:09:53,1,1,
736519,861,,16/4/2024 12:10:00,1,0,
736520,196,,16/4/2024 12:10:28,1,1,
736521,196,,16/4/2024 12:10:32,1,0,
736522,267,,16/4/2024 12:10:39,1,1,
736523,267,,16/4/2024 12:10:44,1,0,
736524,255,,16/4/2024 12:00:41,2,1,
736525,294,,16/4/2024 12:00:49,2,1,
736526,222,,16/4/2024 12:00:53,2,1,
736527,255,,16/4/2024 12:00:58,2,0,
736528,222,,16/4/2024 12:01:06,2,0,
736529,294,,16/4/2024 12:01:12,2,0,
736530,116,,16/4/2024 12:01:18,2,1,
736531,116,,16/4/2024 12:01:24,2,0,
736532,248,,16/4/2024 12:01:43,2,1,
736533,248,,16/4/2024 12:01:49,2,0,
736534,887,,16/4/2024 12:01:56,2,1,
736535,887,,16/4/2024 12:02:01,2,0,
736536,278,,16/4/2024 12:02:33,2,1,
736537,278,,16/4/2024 12:02:38,2,0,
736538,160,,16/4/2024 12:05:00,3,1,
736539,160,,16/4/2024 12:05:04,3,0,
736540,221,,16/4/2024 12:07:32,3,1,
736541,221,,16/4/2024 12:07:36,3,0,
736542,787,,16/4/2024 12:08:16,3,1,
736543,787,,16/4/2024 12:08:21,3,0,
736544,829,,16/4/2024 12:08:25,3,0,
736545,829,,16/4/2024 12:08:30,3,0,
736546,743,,16/4/2024 12:08:42,3,1,
736547,743,,16/4/2024 12:08:47,3,0,
736548,744,,16/4/2024 12:09:11,3,1,
736549,131,,16/4/2024 12:09:24,3,1,
736550,744,,16/4/2024 12:09:34,3,0,
736551,169,,16/4/2024 12:09:46,3,1,
736552,131,,16/4/2024 12:09:56,3,0,
736553,147,,16/4/2024 12:10:08,3,1,
736554,147,,16/4/2024 12:10:15,3,0,
736555,117,,16/4/2024 12:10:25,3,1,
736556,179,,16/4/2024 12:10:28,3,1,
736557,117,,16/4/2024 12:10:33,3,0,
736558,179,,16/4/2024 12:10:36,3,0,
736559,823,,16/4/2024 12:06:01,4,1,
736560,823,,16/4/2024 12:06:04,4,0,
736561,684,,16/4/2024 12:06:16,4,1,
736562,684,,16/4/2024 12:06:19,4,0,
736563,224,,16/4/2024 12:06:38,4,1,
736564,224,,16/4/2024 12:06:41,4,0,
736565,771,,16/4/2024 12:06:45,4,1,
736566,771,,16/4/2024 12:06:52,4,0,
736567,831,,16/4/2024 12:07:02,4,1,
736568,831,,16/4/2024 12:07:10,4,0,
736569,817,,16/4/2024 12:07:16,4,1,
736570,817,,16/4/2024 12:07:19,4,0,
736571,737,,16/4/2024 12:07:25,4,1,
736572,737,,16/4/2024 12:07:33,4,0,
736573,342,,16/4/2024 12:07:41,4,1,
736574,342,,16/4/2024 12:07:44,4,0,
736575,319,,16/4/2024 12:07:48,4,1,
736576,319,,16/4/2024 12:07:52,4,0,
736577,268,,16/4/2024 12:08:17,4,1,
736578,268,,16/4/2024 12:08:24,4,0,
736579,661,,16/4/2024 12:08:36,4,1,
736580,661,,16/4/2024 12:08:45,4,0,
736581,794,,16/4/2024 12:08:52,4,1,
736582,794,,16/4/2024 12:08:55,4,0,
736583,651,,16/4/2024 12:09:12,4,1,
736584,651,,16/4/2024 12:09:16,4,0,
736585,247,,16/4/2024 12:09:39,4,1,
736586,247,,16/4/2024 12:09:42,4,0,
736587,766,,16/4/2024 12:09:48,4,1,
736588,766,,16/4/2024 12:09:51,4,0,
736589,865,,16/4/2024 12:10:33,4,1,
736590,865,,16/4/2024 12:10:37,4,0,
736591,729,,16/4/2024 12:10:43,4,1,
736592,729,,16/4/2024 12:10:46,4,0,
736593,690,,16/4/2024 12:04:55,5,1,
736594,149,,16/4/2024 12:06:15,5,1,
736595,149,,16/4/2024 12:06:21,5,0,
736596,183,,16/4/2024 12:06:28,5,1,
736597,183,,16/4/2024 12:06:32,5,0,
736598,156,,16/4/2024 12:06:37,5,1,
736599,156,,16/4/2024 12:06:41,5,0,
736600,855,,16/4/2024 12:06:59,5,1,
736601,855,,16/4/2024 12:07:02,5,0,
736602,843,,16/4/2024 12:07:07,5,1,
736603,843,,16/4/2024 12:07:13,5,0,
736604,145,,16/4/2024 12:07:20,5,1,
736605,145,,16/4/2024 12:07:24,5,0,
736606,857,,16/4/2024 12:08:15,5,1,
736607,857,,16/4/2024 12:08:22,5,0,
