biometricdtrid,bsdno,isindtr,logdatetime,nfcdeviceid,type,ismanual
746054,447,,26/4/2024 12:01:04,1,0,
746055,403,,26/4/2024 12:01:13,1,1,
746056,403,,26/4/2024 12:01:18,1,0,
746057,390,,26/4/2024 12:02:05,1,1,
746058,390,,26/4/2024 12:02:08,1,0,
746059,392,,26/4/2024 12:02:20,1,1,
746060,391,,26/4/2024 12:02:49,1,1,
746061,392,,26/4/2024 12:03:05,1,0,
746062,391,,26/4/2024 12:03:12,1,0,
746063,420,,26/4/2024 12:03:22,1,1,
746064,615,,26/4/2024 12:03:28,1,1,
746065,405,,26/4/2024 12:03:37,1,1,
746066,416,,26/4/2024 12:03:44,1,1,
746067,424,,26/4/2024 12:03:51,1,1,
746068,405,,26/4/2024 12:03:59,1,0,
746069,424,,26/4/2024 12:04:06,1,0,
746070,615,,26/4/2024 12:04:12,1,0,
746071,416,,26/4/2024 12:04:23,1,0,
746072,429,,26/4/2024 12:04:46,1,1,
746073,517,,26/4/2024 12:04:53,1,1,
746074,429,,26/4/2024 12:05:00,1,0,
746075,517,,26/4/2024 12:05:08,1,0,
746076,420,,26/4/2024 12:05:16,1,0,
746077,559,,26/4/2024 12:05:49,1,1,
746078,559,,26/4/2024 12:05:54,1,0,
746079,717,,26/4/2024 12:06:23,1,1,
746080,717,,26/4/2024 12:06:38,1,0,
746081,512,,26/4/2024 12:07:36,1,1,
746082,512,,26/4/2024 12:07:48,1,0,
746083,413,,26/4/2024 12:10:24,1,1,
746084,413,,26/4/2024 12:10:42,1,0,
746085,519,,26/4/2024 12:11:50,1,1,
746086,519,,26/4/2024 12:11:57,1,0,
746087,414,,26/4/2024 12:12:38,1,1,
746088,393,,26/4/2024 12:15:40,1,1,
746089,398,,26/4/2024 12:15:46,1,1,
746090,398,,26/4/2024 12:16:07,1,0,
746091,563,,26/4/2024 12:16:17,1,1,
746092,563,,26/4/2024 12:16:20,1,0,
746093,577,,26/4/2024 12:19:18,1,1,
746094,577,,26/4/2024 12:19:29,1,0,
746095,892,,26/4/2024 12:19:57,1,1,
746096,892,,26/4/2024 12:20:02,1,0,
746097,703,,26/4/2024 12:22:25,1,1,
746098,703,,26/4/2024 12:22:29,1,0,
746099,458,,26/4/2024 12:22:44,1,1,
746100,454,,26/4/2024 12:22:50,1,1,
746101,448,,26/4/2024 12:22:53,1,1,
746102,893,,26/4/2024 12:22:57,1,1,
746103,454,,26/4/2024 12:23:04,1,0,
746104,448,,26/4/2024 12:23:08,1,0,
746105,458,,26/4/2024 12:23:12,1,0,
746106,639,,26/4/2024 12:23:49,1,1,
746107,639,,26/4/2024 12:23:56,1,0,
746108,893,,26/4/2024 12:23:58,1,0,
746109,560,,26/4/2024 12:24:21,1,1,
746110,560,,26/4/2024 12:24:31,1,0,
746111,662,,26/4/2024 12:25:39,1,1,
746112,667,,26/4/2024 12:25:44,1,1,
746113,667,,26/4/2024 12:25:57,1,0,
746114,662,,26/4/2024 12:26:01,1,0,
746115,539,,26/4/2024 12:27:22,1,1,
746116,539,,26/4/2024 12:27:25,1,0,
746117,414,,26/4/2024 12:34:59,1,0,
746118,544,,26/4/2024 12:36:07,1,1,
746119,544,,26/4/2024 12:36:10,1,0,
746120,733,,26/4/2024 12:27:40,3,1,
746121,733,,26/4/2024 12:27:44,3,0,
746122,801,,26/4/2024 12:29:46,3,1,
746123,801,,26/4/2024 12:29:55,3,0,
746124,227,,26/4/2024 12:34:47,3,1,
746125,227,,26/4/2024 12:34:52,3,0,
746126,175,,26/4/2024 12:35:10,3,1,
746127,175,,26/4/2024 12:35:24,3,0,
746128,112,,26/4/2024 12:35:31,3,1,
746129,112,,26/4/2024 12:35:36,3,0,
746130,165,,26/4/2024 12:39:31,3,1,
746131,165,,26/4/2024 12:39:35,3,0,
746132,617,,26/4/2024 12:34:51,4,1,
746133,617,,26/4/2024 12:34:55,4,0,
746134,843,,26/4/2024 12:35:08,5,1,
746135,837,,26/4/2024 12:35:12,5,1,
746136,837,,26/4/2024 12:35:15,5,0,
746137,843,,26/4/2024 12:35:21,5,0,
746138,690,,26/4/2024 12:35:47,5,1,
746139,514,,26/4/2024 12:38:54,1,1,
746140,514,,26/4/2024 12:39:07,1,0,
