biometricdtrid,bsdno,isindtr,logdatetime,nfcdeviceid,type,ismanual
750606,480,,1/4/2024 18:23:06,3,1,1
750607,480,,8/4/2024 07:50:26,3,0,1
750608,480,,8/4/2024 12:17:55,3,1,1
750609,480,,8/4/2024 12:18:10,3,0,1
750610,480,,8/4/2024 22:19:55,3,1,1
750611,480,,19/4/2024 08:09:42,3,0,1
750612,480,,19/4/2024 12:27:35,3,1,1
750613,480,,19/4/2024 12:27:46,3,0,1
750614,480,,19/4/2024 17:29:16,3,1,1
750615,480,,26/4/2024 07:59:04,3,0,1
750616,480,,26/4/2024 12:12:08,3,1,1
750617,480,,26/4/2024 12:12:17,3,0,1
750618,480,,26/4/2024 17:40:57,3,1,1
750619,484,,5/4/2024 07:34:25,3,0,1
750620,484,,5/4/2024 12:49:46,3,1,1
750621,484,,5/4/2024 12:49:50,3,0,1
750622,484,,5/4/2024 18:09:00,3,1,1
750623,484,,12/4/2024 07:41:13,3,0,1
750624,484,,12/4/2024 12:43:36,3,1,1
750625,484,,12/4/2024 12:43:50,3,0,1
750626,484,,12/4/2024 17:21:46,3,1,1
750627,484,,19/4/2024 07:03:21,3,0,1
750628,484,,19/4/2024 12:37:56,3,1,1
750629,484,,19/4/2024 12:38:09,3,0,1
750630,484,,19/4/2024 18:26:52,3,1,1
750631,484,,25/4/2024 07:16:50,3,0,1
750632,484,,25/4/2024 12:25:27,3,1,1
750633,484,,25/4/2024 12:25:39,3,0,1
750634,484,,25/4/2024 18:26:19,3,1,1
750635,485,,1/4/2024 08:31:29,3,0,1
750636,485,,1/4/2024 12:03:26,3,1,1
750637,485,,1/4/2024 12:03:47,3,0,1
750638,485,,1/4/2024 18:38:23,3,1,1
750639,485,,8/4/2024 07:36:39,3,0,1
750640,485,,8/4/2024 12:07:48,3,1,1
750641,485,,8/4/2024 12:08:24,3,0,1
750642,485,,8/4/2024 18:03:23,3,1,1
750643,485,,17/4/2024 07:32:47,3,0,1
750644,485,,17/4/2024 12:08:55,3,1,1
750645,485,,17/4/2024 12:09:19,3,0,1
750646,485,,17/4/2024 17:34:48,3,1,1
750647,485,,23/4/2024 07:33:34,3,0,1
750648,485,,23/4/2024 12:32:52,3,1,1
750649,485,,23/4/2024 12:33:33,3,0,1
750650,485,,23/4/2024 17:37:17,3,1,1
750651,486,,1/4/2024 07:49:40,3,0,1
750652,486,,1/4/2024 13:09:29,3,0,1
750653,486,,1/4/2024 13:09:47,3,1,1
750654,486,,1/4/2024 13:10:02,3,0,1
750655,486,,1/4/2024 13:10:25,3,0,1
750656,486,,1/4/2024 21:12:20,3,1,1
750657,486,,8/4/2024 07:08:03,3,0,1
750658,486,,8/4/2024 13:03:56,3,1,1
750659,486,,8/4/2024 13:04:18,3,0,1
750660,486,,8/4/2024 20:39:27,3,1,1
750661,486,,15/4/2024 07:09:06,3,0,1
750662,486,,15/4/2024 12:25:55,3,1,1
750663,486,,15/4/2024 12:27:10,3,0,1
750664,486,,22/4/2024 07:16:25,3,0,1
750665,486,,22/4/2024 15:07:30,3,1,1
750666,486,,22/4/2024 15:08:37,3,0,1
750667,486,,22/4/2024 19:48:53,3,1,1
750668,490,,1/4/2024 07:32:03,3,0,1
750669,490,,1/4/2024 12:03:09,3,1,1
